city,state,latitude,longitude
Etowah,TN,35.3381,-84.5282
Etta,MS,34.4352,-89.1767
Etters,PA,40.1545,-76.8019
Ettrick,WI,44.1695,-91.2651
Eubank,KY,37.2799,-84.6541
Eucha,OK,36.4063,-94.9157
Euclid,MN,47.9845,-96.6428
Euclid,OH,41.5903,-81.5188
Eudora,AR,33.1190,-91.2640
Eudora,KS,38.9345,-95.0956
Eufaula,AL,31.9102,-85.1505
Eufaula,OK,35.2923,-95.5863
Eugene,MO,38.3547,-92.4031
Eugene,OR,44.0564,-123.1174
Euharlee,GA,34.1441,-84.9327
Euless,TX,32.8508,-97.0800
Eunice,LA,30.4904,-92.4191
Eunice,NM,32.4461,-103.1986
Eupora,MS,33.5435,-89.2765
Eure,NC,36.4341,-76.8463
Eureka,CA,40.7943,-124.1564
Eureka,IL,40.7148,-89.2775
Eureka,KS,37.8261,-96.2890
Eureka,MO,38.5004,-90.6491
Eureka,MT,48.8790,-115.0492
Eureka,NV,39.5112,-115.9658
Eureka,TX,32.0120,-96.2856
Eureka Mill,SC,34.7180,-81.1929
Eureka Springs,AR,36.4105,-93.7450
Eustace,TX,32.3076,-96.0138
Eustis,FL,28.8563,-81.6771
Eustis,NE,40.6645,-100.0296
Eutaw,AL,32.8436,-87.8986
Eutawville,SC,33.3978,-80.3430
Eva,AL,34.3272,-86.7614
Eva,TN,36.0687,-88.0081
Evans,CO,40.3660,-104.7390
Evans,GA,33.5619,-82.1351
Evans,WV,38.8113,-81.7909
Evans City,PA,40.7685,-80.0583
Evans Mills,NY,44.0870,-75.8078
Evansdale,IA,42.4635,-92.2766
Evanston,IL,42.0464,-87.6943
Evanston,IN,38.0224,-86.8364
Evanston,WY,41.2602,-110.9646
Evansville,IL,38.0889,-89.9322
Evansville,IN,37.9881,-87.5341
Evansville,MN,46.0062,-95.6869
Evansville,WI,42.7781,-89.2967
Evansville,WY,42.8680,-106.2524
Evant,TX,31.4761,-98.1501
Evart,MI,43.9003,-85.2751
Evarts,KY,36.8645,-83.1926
Eveleth,MN,47.4637,-92.5444
Evendale,OH,39.2509,-84.4268
Evensville,TN,35.6153,-85.0228
Everest,KS,39.6770,-95.4248
Everett,MA,42.4064,-71.0545
Everett,PA,40.0132,-78.3666
Everett,WA,47.9525,-122.1669
Everglades,FL,25.8580,-81.3862
Evergreen,AL,31.4342,-86.9723
Evergreen,CO,39.6349,-105.3356
Evergreen Park,IL,41.7213,-87.7013
Everly,IA,43.1619,-95.3195
Everman,TX,32.6296,-97.2827
Everson,PA,40.0907,-79.5871
Everson,WA,48.9125,-122.3507
Everton,MO,37.3429,-93.7023
Evington,VA,37.261,-79.2317
Ewa Beach,HI,21.3181,-158.0073
Ewell,MD,37.9938,-76.0351
Ewing,IL,38.0889,-88.8528
Ewing,MO,40.0088,-91.7147
Ewing,NE,42.2594,-98.3438
Ewing,VA,36.6381,-83.4291
Excello,MO,39.6335,-92.4743
Excelsior,MN,44.9025,-93.5663
Excelsior Springs,MO,39.3390,-94.2400
Exeland,WI,45.6670,-91.2426
Exeter,CA,36.2941,-119.1459
Exeter,ME,44.9679,-69.1079
Exeter,MO,36.6707,-93.9399
Exeter,NE,40.6445,-97.4489
Exeter,NH,42.9815,-70.9478
Exeter,PA,41.3337,-75.8213
Exeter,RI,41.574,-71.6076
Exira,IA,41.5919,-94.8811
Exline,IA,40.6491,-92.8432
Exmore,VA,37.5295,-75.8283
Experiment,GA,33.2790,-84.2760
Export,PA,40.4170,-79.6232
Exton,PA,40.0307,-75.6303
Eyota,MN,43.9883,-92.2321
Ezel,KY,37.8920,-83.4446
Fabens,TX,31.5136,-106.1521
Faber,VA,37.8475,-78.7565
Factoryville,PA,41.5602,-75.7823
Fair Bluff,NC,34.3126,-79.0333
Fair Grove,MO,37.3833,-93.1522
Fair Haven,MI,42.7023,-82.6688
Fair Haven,NJ,40.3618,-74.0392
Fair Haven,VT,43.6234,-73.2701
Fair Lawn,NJ,40.9359,-74.1177
Fair Oaks,CA,38.6504,-121.2496
Fair Oaks,IN,41.0750,-87.2575
Fair Oaks Ranch,TX,29.7467,-98.6376
Fair Play,MO,37.6331,-93.5769
Fair Play,SC,34.5077,-82.9862
Fairbank,IA,42.6401,-92.0477
Fairbanks,AK,64.8353,-147.6533
Fairbanks,IN,39.2195,-87.5222
Fairborn,OH,39.8010,-84.0094
Fairburn,GA,33.5496,-84.5914
Fairbury,IL,40.7460,-88.5158
Fairbury,NE,40.1448,-97.1764
Fairchance,PA,39.8251,-79.7540
Fairchild,WI,44.6036,-90.9577
Fairchilds,TX,29.4399,-95.7765
Fairdale,WV,37.7815,-81.3632
Fairfax,CA,35.3469,-118.9339
Fairfax,IA,41.9283,-91.7791
Fairfax,MN,44.5283,-94.7231
Fairfax,MO,40.3392,-95.3919
Fairfax,OH,39.1432,-84.3972
Fairfax,OK,36.5699,-96.7080
Fairfax,SC,32.9594,-81.2363
Fairfax,VA,38.8531,-77.2997
Fairfax,VT,44.6924,-73.0241
Fairfield,AL,33.4747,-86.9194
Fairfield,CA,38.2583,-122.0335
Fairfield,CT,41.169,-73.2334
Fairfield,IA,41.0064,-91.9667
Fairfield,ID,43.3489,-114.8006
Fairfield,IL,38.3798,-88.3723
Fairfield,ME,44.6463,-69.6802
Fairfield,MT,47.6151,-111.9813
Fairfield,NC,35.5471,-76.2261
Fairfield,NE,40.4323,-98.1033
Fairfield,NJ,40.8822,-74.296
Fairfield,OH,39.3301,-84.5409
Fairfield,PA,39.7891,-77.3698
Fairfield,TX,31.7183,-96.1697
Fairfield,VA,37.8827,-79.2829
Fairfield,VT,44.7841,-73.0222
Fairfield,WA,47.3848,-117.1748
Fairfield Bay,AR,35.6050,-92.2659
Fairfield Harbour,NC,35.0706,-76.9571
Fairgrove,MI,43.5245,-83.5434
Fairhaven,MA,41.6409,-70.8896
Fairhope,AL,30.5209,-87.8813
Fairhope,PA,40.1150,-79.8388
Fairland,IN,39.5849,-85.8627
Fairland,OK,36.7513,-94.8472
Fairlawn,OH,41.1271,-81.6216
Fairlee,VT,43.901,-72.1902
Fairless Hills,PA,40.1783,-74.8524
Fairmont,IL,41.5614,-88.0587
Fairmont,MN,43.6441,-94.4621
Fairmont,NC,34.4947,-79.1136
Fairmont,NE,40.6343,-97.5991
Fairmont,WV,39.4768,-80.1491
Fairmont City,IL,38.6504,-90.1024
Fairmount,GA,34.4383,-84.6998
Fairmount,IL,40.0456,-87.8293
Fairmount,IN,40.4173,-85.6477
Fairmount,ND,46.0547,-96.6029
Fairmount Heights,MD,38.9016,-76.9153
Fairplay,CO,39.2245,-105.9965
Fairplay,MD,39.5357,-77.7463
Fairport,NY,43.0990,-77.4427
Fairport Harbor,OH,41.7475,-81.2731
Fairview,AL,34.2501,-86.6846
Fairview,GA,34.9295,-85.2940
Fairview,KS,39.8397,-95.7282
Fairview,MI,44.7205,-84.0525
Fairview,MO,36.8172,-94.0866
Fairview,MT,47.8520,-104.0510
Fairview,NC,35.1545,-80.5345
Fairview,NJ,40.8182,-74.0022
Fairview,OK,36.2705,-98.4769
Fairview,OR,45.4583,-123.7927
Fairview,TN,35.9815,-87.1291
Fairview,TX,33.1399,-96.6117
Fairview,WV,39.5927,-80.2469
Fairview Heights,IL,38.5974,-90.0053
Fairview Park,IN,39.6821,-87.4143
Fairview Park,OH,41.4419,-81.8530
Fairway,KS,39.0245,-94.6287
Faison,NC,35.1164,-78.1360
Faith,SD,45.0258,-102.0363
Falcon,MO,37.6061,-92.3466
Falcon Heights,MN,44.9899,-93.1770
Falconer,NY,42.1191,-79.1969
Falfurrias,TX,27.2243,-98.1452
Falkner,MS,34.8380,-88.9424
Falkville,AL,34.3793,-86.9086
Fall Branch,TN,36.4161,-82.6242
Fall City,WA,47.5717,-121.9133
Fall Creek,OR,43.9509,-122.6884
Fall Creek,WI,44.7639,-91.2783
Fall River,KS,37.6078,-96.0286
Fall River,MA,41.7136,-71.1015
Fall River,WI,43.3856,-89.0455
Fall River Mills,CA,41.0069,-121.4401
Fallbrook,CA,33.3693,-117.2259
Falling Waters,WV,39.5637,-77.8875
Fallon,MT,46.8373,-105.1270
Fallon,NV,39.4737,-118.7779
Falls Church,VA,38.8847,-77.1751
Falls City,NE,40.0623,-95.5989
Falls City,OR,44.8648,-123.4372
Falls City,TX,28.9822,-98.0217
Falls Creek,PA,41.1421,-78.8067
Fallston,MD,39.5332,-76.4452
Fallston,NC,35.4288,-81.5023
Falmouth,IN,39.729,-85.3331
Falmouth,KY,38.6708,-84.3311
Falmouth,MA,41.5515,-70.6148
Falmouth,ME,43.734,-70.2625
Falmouth,MI,44.2429,-85.0848
Fancy Farm,KY,36.8003,-88.7928
Fancy Gap,VA,36.6771,-80.6997
Fanning Springs,FL,29.5873,-82.9245
Fanwood,NJ,40.6417,-74.3857
Far Hills,NJ,40.6906,-74.6257
Farber,MO,39.2747,-91.5762
Fargo,GA,30.6881,-82.5721
Fargo,ND,46.8651,-96.8292
Fargo,OK,36.3743,-99.6221
Faribault,MN,44.2996,-93.2789
Farley,IA,42.4438,-91.0093
Farlington,KS,37.6155,-94.8226
Farmdale,OH,41.3923,-80.6628
Farmer City,IL,40.2480,-88.6423
Farmers Branch,TX,32.9272,-96.8804
Farmersburg,IA,42.9593,-91.3667
Farmersburg,IN,39.2525,-87.3807
Farmersville,CA,36.3050,-119.2083
Farmersville,IL,39.4412,-89.6521
Farmersville,OH,39.6787,-84.4275
Farmersville,TX,33.1608,-96.3603
Farmersville Station,NY,42.4276,-78.3608
Farmerville,LA,32.7752,-92.4013
Farmingdale,ME,44.2523,-69.7913
Farmingdale,NJ,40.1985,-74.1702
Farmingdale,NY,40.7328,-73.4468
Farmington,AR,36.0370,-94.2537
Farmington,CA,37.9299,-121.0044
Farmington,CT,41.7918,-72.7188
Farmington,IA,40.6389,-91.7392
Farmington,IL,40.6970,-90.0024
Farmington,KY,36.6691,-88.5276
Farmington,ME,44.6653,-70.1329
Farmington,MI,42.4614,-83.3784
Farmington,MN,44.6572,-93.1687
Farmington,MO,37.7822,-90.4282
Farmington,MS,34.9224,-88.4432
Farmington,NH,43.3884,-71.0647
Farmington,NM,36.7555,-108.1823
Farmington,UT,40.9845,-111.9065
Farmington,WA,47.0887,-117.0464
Farmington,WV,39.5119,-80.2515
Farmington Hills,MI,42.4860,-83.3771
Farmingville,NY,40.8390,-73.0404
Farmland,IN,40.1895,-85.1273
Farmville,NC,35.5951,-77.5907
Farmville,VA,37.2959,-78.4002
Farnam,NE,40.7065,-100.2155
Farner,TN,35.1543,-84.3191
Farnham,VA,37.874,-76.605
Farnhamville,IA,42.2767,-94.4078
Farr West,UT,41.3015,-112.0318
Farragut,IA,40.7201,-95.4808
Farragut,TN,35.8731,-84.1821
Farrell,PA,41.2112,-80.4971
Farson,WY,42.1528,-109.4283
Farwell,MI,43.8363,-84.8677
Farwell,MN,45.7524,-95.6189
Farwell,NE,41.2156,-98.6280
Farwell,TX,34.3855,-103.0373
Fate,TX,32.9430,-96.3858
Faucett,MO,39.6005,-94.7976
Faulkner,MD,38.4382,-76.9729
Fawn Grove,PA,39.7312,-76.4521
Fawnskin,CA,34.2583,-116.9515
Fayette,AL,33.6943,-87.8307
Fayette,IA,42.8417,-91.8038
Fayette,MO,39.1470,-92.6857
Fayette,MS,31.7122,-91.0620
Fayette,OH,41.6727,-84.3284
Fayette City,PA,40.1008,-79.8387
Fayetteville,AR,36.0714,-94.1661
Fayetteville,GA,33.4501,-84.4710
Fayetteville,NC,35.0850,-78.9772
Fayetteville,NY,43.0308,-75.9984
Fayetteville,OH,39.1854,-83.9319
Fayetteville,PA,39.9114,-77.5652
Fayetteville,TN,35.1490,-86.5634
Fayetteville,TX,29.9063,-96.6758
Fayetteville,WV,38.0622,-81.1083
Feasterville Trevose,PA,40.1547,-74.9904
Federal Dam,MN,47.2411,-94.2152
Federal Heights,CO,39.8651,-105.0154
Federal Way,WA,47.3091,-122.3358
Federalsburg,MD,38.6929,-75.7727
Fedscreek,KY,37.4266,-82.2562
Felch,MI,45.9972,-87.8257
Felda,FL,26.5398,-81.4356
Felicity,OH,38.8387,-84.0986
Fellsmere,FL,27.7241,-80.5974
Felt,ID,43.8724,-111.1895
Felton,CA,37.0392,-122.0808
Felton,DE,39.0127,-75.5765
Felton,PA,39.8570,-76.5611
Fence,WI,45.7444,-88.4243
Fennimore,WI,42.9794,-90.6491
Fennville,MI,42.5947,-86.1051
Fenton,IA,43.2184,-94.4279
Fenton,IL,41.7285,-90.0457
Fenton,MI,42.7994,-83.7144
Fenton,MO,38.5279,-90.4488
Fenwick,MI,43.1497,-85.0666
Fenwick Island,DE,38.4604,-75.0542
Ferdinand,IN,38.2270,-86.8631
Fergus Falls,MN,46.2854,-96.0758
Ferguson,KY,37.0632,-84.5922
Ferguson,MO,38.7490,-90.2950
Ferguson,NC,36.1283,-81.3864
Fernandina Beach,FL,30.6571,-81.4511
Ferndale,CA,40.5781,-124.2612
Ferndale,FL,28.6220,-81.7014
Ferndale,MI,42.4592,-83.1313
Ferndale,WA,48.8526,-122.5894
Fernley,NV,39.5627,-119.1906
Ferris,TX,32.5369,-96.6738
Ferrisburgh,VT,44.2056,-73.2462
Ferron,UT,39.0914,-111.1337
Ferrum,VA,36.9314,-80.0148
Ferrysburg,MI,43.0850,-86.2221
Ferryville,WI,43.3516,-91.0936
Fertile,IA,43.2623,-93.4232
Fertile,MN,47.5339,-96.2893
Festus,MO,38.2194,-90.4097
Fiddletown,CA,38.5069,-120.7602
Fieldale,VA,36.7009,-79.9424
Fielding,UT,41.8127,-112.1173
Fieldon,IL,39.1087,-90.4996
Fieldsboro,NJ,40.1364,-74.7315
Fife,WA,47.2329,-122.3518
Fife Lake,MI,44.5731,-85.3511
Fifield,WI,45.8143,-90.453
Fifth Street,TX,29.5982,-95.5520
Fifty Lakes,MN,46.7618,-94.0898
Filer,ID,42.5679,-114.6115
Filion,MI,43.9014,-82.9825
Fillmore,CA,34.3989,-118.9174
Fillmore,IL,39.1154,-89.2785
Fillmore,IN,39.6697,-86.7532
Fillmore,MO,40.0253,-94.9727
Fillmore,NY,42.4658,-78.1105
Fillmore,UT,38.9642,-112.3386
Fincastle,VA,37.5006,-79.8749
Finchville,KY,38.1561,-85.3476
Findlay,IL,39.5223,-88.7546
Findlay,OH,41.0469,-83.6379
Findley Lake,NY,42.1204,-79.7349
Finger,TN,35.3570,-88.6169
Finksburg,MD,39.4991,-76.9101
Finland,MN,47.4288,-91.2656
Finlayson,MN,46.2053,-92.9273
Finley,TN,36.0357,-89.4799
Finleyville,PA,40.2528,-80.0020
Fircrest,WA,47.2307,-122.5157
Firebaugh,CA,36.8533,-120.4535
Firestone,CO,40.1565,-104.9494
Firth,NE,40.5360,-96.6046
Fischer,TX,29.9627,-98.2088
Fish Camp,CA,37.4778,-119.6393
Fish Creek,WI,45.1155,-87.2064
Fish Haven,ID,42.0459,-111.4633
Fisher,IL,40.3157,-88.3503
Fisher,MN,47.7992,-96.7993
Fisher Island,FL,25.7607,-80.1416
Fishers,IN,39.9588,-85.9659
Fishersville,VA,38.1050,-78.9826
Fishing Creek,MD,38.3358,-76.2238
Fishtail,MT,45.4480,-109.5083
Fisk,MO,36.7826,-90.2077
Fitchburg,MA,42.5912,-71.8156
Fitchburg,WI,42.9859,-89.4255
Fithian,IL,40.1143,-87.8750
Fitzgerald,GA,31.7134,-83.2514
Fitzpatrick,AL,32.2113,-85.8784
Fitzwilliam,NH,42.7611,-72.145
Five Points,AL,33.0173,-85.3516
Five Points,TN,35.031,-87.2961
Flag Pond,TN,36.0085,-82.5623
Flagler,CO,39.2948,-103.0758
Flagler Beach,FL,29.4716,-81.1303
Flagstaff,AZ,35.1872,-111.6194
Flanagan,IL,40.8771,-88.8596
Flanders,NJ,40.8412,-74.7102
Flandreau,SD,44.0465,-96.5983
Flat Rock,AL,34.8076,-85.7084
Flat Rock,IN,39.3642,-85.8317
Flat Rock,MI,42.0991,-83.2716
Flat Rock,NC,35.2678,-82.4526
Flat Top,WV,37.55,-81.128
Flatgap,KY,37.9231,-82.9221
Flatonia,TX,29.6888,-97.1059
Flatwoods,KY,38.5210,-82.7196
Flatwoods,WV,38.7187,-80.6540
Fleetwood,NC,36.2814,-81.514
Fleetwood,PA,40.4565,-75.8209
Fleischmanns,NY,42.1552,-74.5335
Fleming,CO,40.6821,-102.8396
Fleming,GA,31.8645,-81.4232
Fleming Island,FL,30.0988,-81.7124
Fleming-Neon,KY,37.1953,-82.7048
Flemingsburg,KY,38.4236,-83.7373
Flemington,GA,31.8507,-81.5603
Flemington,MO,37.8039,-93.5014
Flemington,NJ,40.5087,-74.8599
Fletcher,NC,35.4316,-82.5039
Fletcher,OH,40.1417,-84.1119
Fletcher,OK,34.8237,-98.2341
Flint,MI,43.0236,-83.6921
Flint Hill,MO,38.8627,-90.8724
Flint Hill,VA,38.7666,-78.1028
Flintstone,GA,34.9252,-85.3524
Flintstone,MD,39.7035,-78.5756
Flintville,TN,35.0602,-86.4164
Flippin,AR,36.2773,-92.5935
Flomaton,AL,31.0127,-87.2541
Floodwood,MN,46.9175,-92.9186
Flora,IL,38.6688,-88.4758
Flora,IN,40.5455,-86.5225
Flora,MS,32.5433,-90.3141
Flora Vista,NM,36.8040,-108.0876
Florahome,FL,29.7581,-81.8622
Floral City,FL,28.7065,-82.3090
Floral Park,NY,40.7227,-73.7029
Florala,AL,31.0176,-86.3138
Flordell Hills,MO,38.7174,-90.2648
Florence,AL,34.8303,-87.6655
Florence,AZ,33.0590,-111.4209
Florence,CO,38.3836,-105.1114
Florence,IN,38.7837,-84.9236
Florence,KS,38.2428,-96.9289
Florence,KY,38.9899,-84.6471
Florence,MS,32.1557,-90.1225
Florence,MT,46.6345,-114.0813
Florence,NJ,40.118,-74.8055
Florence,OR,43.9916,-124.1063
Florence,SC,34.1780,-79.7898
Florence,SD,45.0548,-97.3263
Florence,TX,30.8408,-97.7921
Florence,WI,45.9266,-88.2463
Florence-Graham,CA,33.9682,-118.2447
Floresville,TX,29.1451,-98.1651
Florham Park,NJ,40.7773,-74.3953
Florida,NY,41.3312,-74.3533
Florida City,FL,25.4418,-80.4685
Florin,CA,38.4832,-121.4043
Floris,IA,40.8645,-92.3326
Florissant,CO,38.9445,-105.2900
Florissant,MO,38.7996,-90.3269
Flossmoor,IL,41.5391,-87.6858
Flourtown,PA,40.1039,-75.2069
Flovilla,GA,33.2524,-83.9030
Flower Mound,TX,33.0343,-97.1146
Flowery Branch,GA,34.1712,-83.9142
Flowood,MS,32.3359,-90.0802
Floyd,IA,43.1282,-92.7399
Floyd,VA,36.9118,-80.3184
Floydada,TX,33.9835,-101.3368
Floyds Knobs,IN,38.3245,-85.8736
Flushing,MI,43.0637,-83.8403
Flushing,OH,40.1481,-81.0647
Folcroft,PA,39.8891,-75.2770
Foley,AL,30.3983,-87.6650
Foley,MN,45.6636,-93.9096
Foley,MO,39.0457,-90.7414
Folkston,GA,30.8392,-82.0073
Follansbee,WV,40.3385,-80.5975
Follett,TX,36.4340,-100.1408
Folly Beach,SC,32.6692,-79.9500
Folsom,CA,38.6668,-121.1422
Folsom,LA,30.6310,-90.1941
Folsom,PA,39.8924,-75.3287
Fond du Lac,WI,43.7718,-88.4397
Fonda,IA,42.5817,-94.8455
Fonda,NY,42.9536,-74.3720
Fontana,CA,34.0968,-117.4599
Fontana,KS,38.4239,-94.8441
Fontana,WI,42.5429,-88.5684
Fontanelle,IA,41.2901,-94.5602
Footville,WI,42.6715,-89.2084
Forbes,MN,47.2732,-92.6756
Forbestown,CA,39.5300,-121.2689
Ford,VA,37.1349,-77.7364
Ford,WA,47.9169,-117.8119
Ford City,PA,40.7693,-79.5327
Ford Cliff,PA,40.7608,-79.5358
Ford Heights,IL,41.5109,-87.5814
Fordland,MO,37.1556,-92.9416
Fords,NJ,40.5359,-74.3126
Fordsville,KY,37.6357,-86.7171
Fordyce,AR,33.8182,-92.4174
Fordyce,NE,42.6983,-97.3628
Forest,IN,40.3736,-86.3328
Forest,MS,32.3595,-89.4761
Forest,OH,40.8051,-83.5116
Forest,VA,37.3728,-79.2831
Forest Acres,SC,34.0323,-80.9716
Forest City,IA,43.2570,-93.6366
Forest City,IL,40.3723,-89.8325
Forest City,NC,35.3339,-81.8702
Forest City,PA,41.6521,-75.4691
Forest Falls,CA,34.0937,-116.9362
Forest Grove,OR,45.5243,-123.1097
Forest Heights,MD,38.8052,-77.0055
Forest Hill,LA,31.0470,-92.5258
Forest Hill,MD,39.5755,-76.4008
Forest Hill,TX,32.6619,-97.2662
Forest Hill,WV,37.5608,-80.8111
Forest Hills,KY,38.2158,-85.5834
Forest Lake,IL,42.2103,-88.0531
Forest Lake,MN,45.2536,-92.9582
Forest Lakes,AZ,34.4513,-110.8644
Forest Park,GA,33.6209,-84.3590
Forest Park,IL,41.8683,-87.8157
Forest Park,OH,39.2861,-84.5258
Forest Park,OK,35.5096,-97.4469
Forest Ranch,CA,39.8952,-121.6704
Forestburg,TX,33.5398,-97.5848
Forestdale,AL,33.5737,-86.9000
Forestdale,MA,41.6846,-70.5082
Foresthill,CA,39.0053,-120.8314
Foreston,MN,45.7321,-93.7095
Forestville,CA,38.4825,-122.8899
Forestville,MI,43.6599,-82.6126
Forestville,NY,42.4691,-79.1755
Forestville,WI,44.6908,-87.4787
Forgan,OK,36.9070,-100.5381
Foristell,MO,38.8156,-90.9627
Forked River,NJ,39.8257,-74.1819
Forkland,AL,32.6489,-87.8671
Forks,WA,47.9527,-124.3903
Forney,TX,32.7440,-96.4529
Forrest,IL,40.7511,-88.4096
Forrest City,AR,35.0135,-90.7931
Forreston,IL,42.1273,-89.5784
Forsyth,GA,33.0352,-83.9390
Forsyth,IL,39.9259,-88.9641
Forsyth,MO,36.6860,-93.1015
Forsyth,MT,46.2669,-106.6749
Fort Ann,NY,43.4285,-73.4784
Fort Ashby,WV,39.4973,-78.7646
Fort Atkinson,IA,43.1443,-91.9346
Fort Atkinson,WI,42.9253,-88.8442
Fort Belvoir,VA,38.7119,-77.1459
Fort Benton,MT,47.8291,-110.6557
Fort Blackmore,VA,36.7438,-82.6102
Fort Bragg,CA,39.4399,-123.8013
Fort Branch,IN,38.2461,-87.5734
Fort Bridger,WY,41.3184,-110.3894
Fort Calhoun,NE,41.4563,-96.0264
Fort Cobb,OK,35.1042,-98.4416
Fort Coffee,OK,35.2942,-94.5731
Fort Collins,CO,40.5477,-105.0656
Fort Davis,TX,30.5789,-103.8946
Fort Defiance,VA,38.2109,-78.9326
Fort Deposit,AL,31.9863,-86.5664
Fort Dodge,IA,42.5098,-94.1751
Fort Edward,NY,43.2653,-73.5822
Fort Fairfield,ME,46.7623,-67.8402
Fort Gaines,GA,31.6238,-85.0528
Fort Garland,CO,37.4279,-105.4351
Fort Gay,WV,38.1201,-82.5950
Fort Gibson,OK,35.7763,-95.2602
Fort Gratiot,MI,43.0888,-82.4905
Fort Hall,ID,43.0144,-112.4572
Fort Hill,PA,39.7961,-79.2472
Fort Howard,MD,39.207,-76.4456
Fort Hunt,VA,38.7361,-77.0589
Fort Jennings,OH,40.9067,-84.2997
Fort Johnson,NY,42.9591,-74.2381
Fort Jones,CA,41.6086,-122.8409
Fort Kent,ME,47.2587,-68.5895
Fort Laramie,WY,42.2131,-104.5175
Fort Lauderdale,FL,26.1412,-80.1464
Fort Lawn,SC,34.7003,-80.8991
Fort Lee,NJ,40.8509,-73.9713
Fort Leonard Wood,MO,37.7562,-92.1274
Fort Loramie,OH,40.3442,-84.3694
Fort Lupton,CO,40.0827,-104.8068
Fort Madison,IA,40.6207,-91.3509
Fort Mc Coy,FL,29.391,-81.8551
Fort McKinley,OH,39.8027,-84.2460
Fort Meade,FL,27.7645,-81.8058
Fort Mill,SC,35.0061,-80.9389
Fort Mitchell,AL,32.2965,-84.9972
Fort Mitchell,KY,39.0460,-84.5562
Fort Montgomery,NY,41.3415,-73.9846
Fort Morgan,CO,40.2537,-103.7903
Fort Myers,FL,26.6194,-81.8302
Fort Myers Beach,FL,26.4308,-81.9146
Fort Necessity,LA,32.0434,-91.8257
Fort Oglethorpe,GA,34.9318,-85.2460
Fort Payne,AL,34.4559,-85.6965
Fort Peck,MT,48.0070,-106.4552
Fort Pierce,FL,27.4255,-80.3431
Fort Pierre,SD,44.3680,-100.3831
Fort Plain,NY,42.9316,-74.6278
Fort Polk South,LA,31.0512,-93.2159
Fort Recovery,OH,40.4121,-84.7762
Fort Ripley,MN,46.1690,-94.3630
Fort Salonga,NY,40.9068,-73.2996
Fort Scott,KS,37.8283,-94.7038
Fort Shaw,MT,47.4969,-111.8194
Fort Shawnee,OH,40.6814,-84.1487
Fort Smith,AR,35.3495,-94.3695
Fort Stockton,TX,30.8926,-102.8842
Fort Sumner,NM,34.4790,-104.2332
Fort Supply,OK,36.5721,-99.5735
Fort Thomas,KY,39.0801,-84.4518
Fort Towson,OK,34.0243,-95.2973
Fort Valley,GA,32.5520,-83.8817
Fort Walton Beach,FL,30.4255,-86.6222
Fort Washington,MD,38.7339,-77.0069
Fort Washington,PA,40.1408,-75.1926
Fort Wayne,IN,41.0888,-85.1436
Fort White,FL,29.9224,-82.7135
Fort Worth,TX,32.7817,-97.3474
Fort Wright,KY,39.0463,-84.5362
Fortescue,NJ,39.2359,-75.1701
Fortuna,CA,40.5862,-124.1419
Fortville,IN,39.9246,-85.8466
Forty Fort,PA,41.2846,-75.8690
Fossil,OR,44.9981,-120.2146
Fosston,MN,47.5856,-95.7577
Foster,KY,38.7506,-84.1566
Foster,OK,34.6046,-97.4907
Foster,OR,44.3836,-122.5449
Foster,RI,41.7815,-71.7187
Foster City,CA,37.5553,-122.2659
Fosters,AL,33.0843,-87.6975
Fostoria,IA,43.2430,-95.1549
Fostoria,MI,43.2492,-83.3720
Fostoria,OH,41.1600,-83.4121
Fouke,AR,33.2622,-93.8852
Fountain,CO,38.6886,-104.6829
Fountain,FL,30.4753,-85.4293
Fountain,MI,44.0484,-86.1810
Fountain,MN,43.7426,-92.1342
Fountain,NC,35.6721,-77.6317
Fountain City,IN,39.9549,-84.9192
Fountain City,WI,44.1202,-91.6970
Fountain Hill,PA,40.6029,-75.3961
Fountain Hills,AZ,33.6073,-111.7398
Fountain Inn,SC,34.6989,-82.2005
Fountain Run,KY,36.7238,-85.9561
Fountain Valley,CA,33.7105,-117.9514
Fountainhead-Orchard Hills,MD,39.6878,-77.7173
Fountaintown,IN,39.6948,-85.7830
Four Oaks,NC,35.4449,-78.4159
Fowler,CA,36.6243,-119.6737
Fowler,CO,38.1304,-104.0264
Fowler,IL,40.0088,-91.2578
Fowler,IN,40.6170,-87.3185
Fowler,KS,37.3829,-100.1957
Fowler,MI,43.0041,-84.7411
Fowler,OH,41.3349,-80.6059
Fowlerville,MI,42.6596,-84.0743
Fox Chase,KY,38.0460,-85.6911
Fox Island,WA,47.2477,-122.6256
Fox Lake,IL,42.4239,-88.1844
Fox Lake,WI,43.5619,-88.9130
Fox Lake Hills,IL,42.4127,-88.1270
Fox Point,WI,43.1581,-87.9013
Fox River,AK,59.8722,-150.9984
Fox River Grove,IL,42.1955,-88.2147
Foxboro,WI,46.4875,-92.1493
Foxborough,MA,42.064024,-71.248401
Foxfield,CO,39.5881,-104.7857
Foxfire,NC,35.1791,-79.5639
Foxworth,MS,31.2385,-89.8828
Frackville,PA,40.7833,-76.2329
Frakes,KY,36.607,-83.9484
Frametown,WV,38.6305,-80.8589
Framingham,MA,42.3085,-71.4368
Francestown,NH,42.9895,-71.8141
Francesville,IN,40.9853,-86.8834
Francisco,IN,38.3327,-87.4481
Franconia,NH,44.2053,-71.7518
Frankenmuth,MI,43.3322,-83.7391
Frankewing,TN,35.1943,-86.8570
Frankford,DE,38.5215,-75.2342
